episode,score,epsilon,steps,alpha,end_reason
5891,0,0.017100153150904355,306,0.01,crash
5892,26,0.017088344862492277,354,0.01,crash
5893,13,0.017076544728140224,140,0.01,crash
5894,19,0.017064752742217516,309,0.01,crash
5895,0,0.01705296889909736,99,0.01,crash
5896,10,0.01704119319315685,101,0.01,crash
5897,19,0.017029425618776965,284,0.01,crash
5898,0,0.017017666170342557,269,0.01,crash
5899,11,0.017005914842242363,308,0.01,crash
5900,13,0.01699417162886899,161,0.01,crash
5901,1,0.01698243652461892,418,0.01,crash
5902,19,0.016970709523892503,252,0.01,crash
5903,11,0.016958990621093954,193,0.01,crash
5904,0,0.01694727981063136,194,0.01,crash
5905,11,0.016935577086916658,160,0.01,crash
5906,11,0.016923882444365653,239,0.01,crash
5907,13,0.016912195877398,139,0.01,crash
5908,16,0.01690051738043721,185,0.01,crash
5909,11,0.016888846947910645,201,0.01,crash
5910,6,0.016877184574249516,247,0.01,crash
5911,16,0.01686553025388888,220,0.01,crash
5912,0,0.01685388398126763,39,0.01,crash
5913,2,0.01684224575082851,148,0.01,crash
5914,12,0.016830615557018088,242,0.01,crash
5915,20,0.01681899339428678,355,0.01,crash
5916,7,0.01680737925708883,259,0.01,crash
5917,12,0.016795773139882307,172,0.01,crash
5918,1,0.01678417503712911,423,0.01,crash
5919,13,0.016772584943294967,147,0.01,crash
5920,11,0.01676100285284942,287,0.01,crash
5921,20,0.016749428760265833,251,0.01,crash
5922,3,0.016737862660021384,239,0.01,crash
5923,4,0.01672630454659707,672,0.01,crash
5924,7,0.016714754414477697,506,0.01,crash
5925,4,0.016703212258151877,378,0.01,crash
5926,3,0.01669167807211203,84,0.01,crash
5927,0,0.016680151850854377,146,0.01,crash
5928,1,0.016668633588878944,241,0.01,crash
5929,3,0.01665712328068955,36,0.01,crash
5930,15,0.016645620920793813,193,0.01,crash
5931,14,0.01663412650370314,182,0.01,crash
5932,3,0.016622640023932735,125,0.01,crash
5933,5,0.01661116147600158,46,0.01,crash
5934,14,0.01659969085443245,168,0.01,crash
5935,7,0.016588228153751893,267,0.01,crash
5936,9,0.016576773368490248,107,0.01,crash
5937,2,0.016565326493181622,396,0.01,crash
5938,11,0.016553887522363902,184,0.01,crash
5939,10,0.016542456450578745,147,0.01,crash
5940,19,0.016531033272371577,306,0.01,crash
5941,4,0.01651961798229159,411,0.01,crash
5942,12,0.016508210574891737,152,0.01,crash
5943,13,0.016496811044728738,391,0.01,crash
5944,11,0.01648541938636307,267,0.01,crash
5945,6,0.016474035594358966,47,0.01,crash
5946,0,0.01646265966328441,477,0.01,crash
5947,15,0.016451291587711143,227,0.01,crash
5948,0,0.01643993136221465,7,0.01,crash
5949,21,0.016428578981374158,446,0.01,crash
5950,1,0.016417234439772645,71,0.01,crash
5951,3,0.016405897731996827,51,0.01,crash
5952,0,0.016394568852637157,205,0.01,crash
5953,3,0.016383247796287824,171,0.01,crash
5954,6,0.01637193455754675,498,0.01,crash
5955,9,0.01636062913101559,141,0.01,crash
5956,4,0.016349331511299716,46,0.01,crash
5957,6,0.016338041693008242,103,0.01,crash
5958,15,0.01632675967075399,158,0.01,crash
5959,4,0.016315485439153513,82,0.01,crash
5960,2,0.016304218992827073,46,0.01,crash
5961,11,0.01629296032639865,105,0.01,crash
5962,4,0.016281709434495938,142,0.01,crash
5963,15,0.016270466311750338,241,0.01,crash
5964,5,0.01625923095279696,165,0.01,crash
5965,5,0.016248003352274616,145,0.01,crash
5966,12,0.016236783504825828,210,0.01,crash
5967,15,0.016225571405096808,277,0.01,crash
5968,3,0.01621436704773747,69,0.01,crash
5969,11,0.016203170427401423,376,0.01,crash
5970,0,0.016191981538745962,160,0.01,crash
5971,2,0.01618080037643208,80,0.01,crash
5972,9,0.016169626935124446,87,0.01,crash
5973,2,0.016158461209491423,119,0.01,crash
5974,16,0.016147303194205053,170,0.01,crash
5975,22,0.016136152883941057,284,0.01,crash
5976,1,0.01612501027337883,22,0.01,crash
5977,7,0.016113875357201442,94,0.01,crash
5978,4,0.01610274813009564,902,0.01,crash
5979,0,0.01609162858675183,30,0.01,crash
5980,13,0.0160805167218641,332,0.01,crash
5981,5,0.01606941253013018,46,0.01,crash
5982,2,0.01605831600625148,338,0.01,crash
5983,2,0.016047227144933063,67,0.01,crash
5984,15,0.016036145940883643,174,0.01,crash
5985,4,0.016025072388815596,41,0.01,crash
5986,6,0.016014006483444945,59,0.01,crash
5987,19,0.016002948219491362,193,0.01,crash
5988,0,0.015991897591678166,49,0.01,crash
5989,15,0.015980854594732318,221,0.01,crash
5990,7,0.015969819223384425,122,0.01,crash
5991,5,0.015958791472368727,156,0.01,crash
5992,8,0.015947771336423104,79,0.01,crash
5993,5,0.015936758810289067,227,0.01,crash
5994,8,0.01592575388871176,98,0.01,crash
5995,10,0.01591475656643996,190,0.01,crash
5996,9,0.015903766838226058,155,0.01,crash
5997,3,0.01589278469882608,39,0.01,crash
5998,1,0.015881810142999667,209,0.01,crash
5999,1,0.015870843165510084,145,0.01,crash
6000,8,0.015859883761124207,217,0.01,crash
6001,11,0.01584893192461253,272,0.01,crash
6002,9,0.01583798765074915,103,0.01,crash
6003,18,0.015827050934311783,247,0.01,crash
6004,9,0.015816121770081747,120,0.01,crash
6005,12,0.01580520015284396,105,0.01,crash
6006,11,0.015794286077386952,140,0.01,crash
6007,16,0.015783379538502836,192,0.01,crash
6008,27,0.015772480530987336,582,0.01,crash
6009,14,0.01576158904963976,218,0.01,crash
6010,5,0.01575070508926301,144,0.01,crash
6011,0,0.01573982864466358,111,0.01,crash
6012,20,0.015728959710651545,212,0.01,crash
6013,0,0.015718098282040568,177,0.01,crash
6014,4,0.01570724435364789,50,0.01,crash
6015,0,0.015696397920294338,286,0.01,crash
6016,5,0.015685558976804303,45,0.01,crash
6017,17,0.015674727518005763,221,0.01,crash
6018,21,0.015663903538730258,534,0.01,crash
6019,2,0.015653087033812903,65,0.01,crash
6020,4,0.015642277998092376,555,0.01,crash
6021,22,0.01563147642641092,342,0.01,crash
6022,0,0.015620682313614338,464,0.01,crash
6023,2,0.015609895654551998,151,0.01,crash
6024,4,0.01559911644407682,37,0.01,crash
6025,7,0.015588344677045278,88,0.01,crash
6026,7,0.015577580348317398,204,0.01,crash
6027,2,0.015566823452756756,66,0.01,crash
6028,2,0.015556073985230477,148,0.01,crash
6029,15,0.015545331940609227,251,0.01,crash
6030,5,0.015534597313767216,124,0.01,crash
6031,4,0.015523870099582194,220,0.01,crash
6032,0,0.015513150292935445,612,0.01,crash
6033,9,0.01550243788871179,170,0.01,crash
6034,21,0.015491732881799584,369,0.01,crash
6035,6,0.015481035267090708,177,0.01,crash
6036,0,0.015470345039480572,22,0.01,crash
6037,2,0.015459662193868112,66,0.01,crash
6038,6,0.015448986725155784,146,0.01,crash
6039,14,0.015438318628249566,286,0.01,crash
6040,4,0.015427657898058954,92,0.01,crash
6041,21,0.01541700452949696,245,0.01,crash
6042,6,0.015406358517480104,213,0.01,crash
6043,2,0.015395719856928421,87,0.01,crash
6044,8,0.01538508854276545,249,0.01,crash
6045,6,0.015374464569918242,222,0.01,crash
6046,7,0.015363847933317343,754,0.01,crash
6047,1,0.015353238627896806,20,0.01,crash
6048,5,0.015342636648594178,68,0.01,crash
6049,5,0.015332041990350504,85,0.01,crash
6050,0,0.015321454648110322,10,0.01,crash
6051,16,0.015310874616821662,196,0.01,crash
6052,8,0.01530030189143604,148,0.01,crash
6053,3,0.01528973646690846,297,0.01,crash
6054,2,0.01527917833819741,113,0.01,crash
6055,6,0.015268627500264859,89,0.01,crash
6056,8,0.015258083948076253,267,0.01,crash
6057,3,0.015247547676600519,215,0.01,crash
6058,0,0.015237018680810052,188,0.01,crash
6059,12,0.015226496955680725,107,0.01,crash
6060,7,0.015215982496191875,66,0.01,crash
6061,2,0.01520547529732631,431,0.01,crash
6062,8,0.015194975354070302,111,0.01,crash
6063,20,0.015184482661413583,262,0.01,crash
6064,1,0.015173997214349345,38,0.01,crash
6065,0,0.01516351900787424,244,0.01,crash
6066,6,0.015153048036988371,118,0.01,crash
6067,8,0.0151425842966953,107,0.01,crash
6068,19,0.015132127782002031,244,0.01,crash
6069,3,0.015121678487919022,87,0.01,crash
6070,6,0.015111236409460174,113,0.01,crash
6071,4,0.015100801541642832,418,0.01,crash
6072,11,0.01509037387948778,132,0.01,crash
6073,9,0.015079953418019243,87,0.01,crash
6074,15,0.01506954015226488,152,0.01,crash
6075,0,0.015059134077255785,160,0.01,crash
6076,2,0.015048735188026482,71,0.01,crash
6077,16,0.015038343479614923,247,0.01,crash
6078,9,0.015027958947062488,112,0.01,crash
6079,0,0.015017581585413982,7,0.01,crash
6080,2,0.01500721138971763,418,0.01,crash
6081,10,0.014996848355025075,534,0.01,crash
6082,1,0.014986492476391382,22,0.01,crash
6083,7,0.014976143748875025,81,0.01,crash
6084,21,0.014965802167537895,282,0.01,crash
6085,11,0.01495546772744529,108,0.01,crash
6086,0,0.014945140423665917,8,0.01,crash
6087,0,0.014934820251271887,11,0.01,crash
6088,2,0.014924507205338715,582,0.01,crash
6089,11,0.014914201280945316,143,0.01,crash
6090,8,0.014903902473174002,155,0.01,crash
6091,4,0.014893610777110483,64,0.01,crash
6092,13,0.014883326187843864,600,0.01,crash
6093,7,0.014873048700466636,78,0.01,crash
6094,6,0.014862778310074681,194,0.01,crash
6095,6,0.014852515011767271,169,0.01,crash
6096,14,0.014842258800647058,188,0.01,crash
6097,3,0.014832009671820075,190,0.01,crash
6098,11,0.01482176762039574,236,0.01,crash
6099,18,0.014811532641486842,256,0.01,crash
6100,18,0.014801304730209549,290,0.01,crash
6101,15,0.014791083881683398,228,0.01,crash
6102,2,0.0147808700910313,106,0.01,crash
6103,14,0.014770663353379532,169,0.01,crash
6104,1,0.014760463663857734,193,0.01,crash
6105,4,0.014750271017598914,189,0.01,crash
6106,0,0.014740085409739437,81,0.01,crash
6107,16,0.014729906835419028,316,0.01,crash
6108,0,0.014719735289780768,194,0.01,crash
6109,18,0.014709570767971093,417,0.01,crash
6110,3,0.014699413265139787,237,0.01,crash
6111,1,0.014689262776439987,183,0.01,crash
6112,9,0.014679119297028177,122,0.01,crash
6113,7,0.014668982822064183,78,0.01,crash
6114,6,0.014658853346711175,98,0.01,crash
6115,13,0.014648730866135662,189,0.01,crash
6116,12,0.014638615375507492,622,0.01,crash
6117,11,0.014628506869999848,209,0.01,crash
6118,8,0.014618405344789245,381,0.01,crash
6119,9,0.014608310795055531,86,0.01,crash
6120,1,0.01459822321598188,22,0.01,crash
6121,15,0.014588142602754794,141,0.01,crash
6122,5,0.014578068950564098,159,0.01,crash
6123,1,0.014568002254602938,619,0.01,crash
6124,4,0.01455794251006778,37,0.01,crash
6125,9,0.01454788971215841,121,0.01,crash
6126,13,0.014537843856077924,146,0.01,crash
6127,6,0.014527804937032731,42,0.01,crash
6128,1,0.014517772950232554,82,0.01,crash
6129,0,0.01450774789089042,422,0.01,crash
6130,0,0.014497729754222663,29,0.01,crash
6131,23,0.01448771853544892,279,0.01,crash
6132,3,0.014477714229792129,307,0.01,crash
6133,0,0.014467716832478527,44,0.01,crash
6134,9,0.014457726338737648,139,0.01,crash
6135,11,0.01444774274380232,129,0.01,crash
6136,7,0.014437766042908662,89,0.01,crash
6137,2,0.014427796231296083,353,0.01,crash
6138,1,0.014417833304207279,363,0.01,crash
6139,4,0.014407877256888232,163,0.01,crash
6140,13,0.014397928084588209,506,0.01,crash
6141,0,0.014387985782559752,77,0.01,crash
6142,10,0.014378050346058685,189,0.01,crash
6143,1,0.014368121770344107,12,0.01,crash
6144,20,0.014358200050678392,275,0.01,crash
6145,3,0.014348285182327183,277,0.01,crash
6146,2,0.014338377160559397,334,0.01,crash
6147,19,0.014328475980647211,239,0.01,crash
6148,23,0.014318581637866073,286,0.01,crash
6149,7,0.01430869412749469,239,0.01,crash
6150,4,0.01429881344481503,128,0.01,crash
6151,3,0.014288939585112322,144,0.01,crash
6152,22,0.014279072543675045,366,0.01,crash
6153,3,0.014269212315794935,108,0.01,crash
6154,6,0.01425935889676698,392,0.01,crash
6155,13,0.014249512281889413,213,0.01,crash
6156,9,0.01423967246646372,336,0.01,crash
6157,5,0.014229839445794626,246,0.01,crash
6158,2,0.0142200132151901,59,0.01,crash
6159,11,0.014210193769961351,127,0.01,crash
6160,1,0.014200381105422826,30,0.01,crash
6161,6,0.01419057521689221,72,0.01,crash
6162,1,0.014180776099690415,371,0.01,crash
6163,20,0.01417098374914159,317,0.01,crash
6164,21,0.014161198160573112,389,0.01,crash
6165,1,0.01415141932931558,36,0.01,crash
6166,7,0.014141647250702823,62,0.01,crash
6167,23,0.01413188192007189,488,0.01,crash
6168,15,0.01412212333276305,165,0.01,crash
6169,3,0.01411237148411979,18,0.01,crash
6170,10,0.01410262636948881,100,0.01,crash
6171,15,0.014092887984220027,209,0.01,crash
6172,14,0.014083156323666567,178,0.01,crash
6173,1,0.014073431383184766,337,0.01,crash
6174,5,0.014063713158134166,114,0.01,crash
6175,13,0.014054001643877512,156,0.01,crash
6176,5,0.014044296835780753,161,0.01,crash
6177,12,0.014034598729213038,178,0.01,crash
6178,2,0.014024907319546712,122,0.01,crash
6179,9,0.014015222602157318,99,0.01,crash
6180,27,0.014005544572423591,397,0.01,crash
6181,24,0.013995873225727457,356,0.01,crash
6182,10,0.01398620855745403,772,0.01,crash
6183,0,0.013976550562991616,440,0.01,crash
6184,15,0.013966899237731699,199,0.01,crash
6185,6,0.013957254577068947,103,0.01,crash
6186,10,0.01394761657640121,116,0.01,crash
6187,14,0.013937985231129515,181,0.01,crash
6188,0,0.013928360536658064,311,0.01,crash
6189,6,0.013918742488394236,120,0.01,crash
6190,0,0.013909131081748577,31,0.01,crash
6191,2,0.013899526312134803,52,0.01,crash
6192,15,0.0138899281749698,224,0.01,crash
6193,4,0.013880336665673615,42,0.01,crash
6194,3,0.01387075177966946,208,0.01,crash
6195,3,0.013861173512383706,326,0.01,crash
6196,9,0.013851601859245884,213,0.01,crash
6197,9,0.013842036815688682,94,0.01,crash
6198,1,0.013832478377147937,41,0.01,crash
6199,18,0.013822926539062641,195,0.01,crash
6200,21,0.013813381296874937,309,0.01,crash
6201,7,0.013803842646030113,325,0.01,crash
6202,14,0.013794310581976603,220,0.01,crash
6203,4,0.013784785100165982,34,0.01,crash
6204,5,0.01377526619605297,63,0.01,crash
6205,4,0.013765753865095423,121,0.01,crash
6206,10,0.013756248102754333,265,0.01,crash
6207,5,0.01374674890449383,167,0.01,crash
6208,5,0.013737256265781171,562,0.01,crash
6209,4,0.013727770182086745,58,0.01,crash
6210,0,0.013718290648884073,88,0.01,crash
6211,18,0.013708817661649794,191,0.01,crash
6212,9,0.013699351215863676,230,0.01,crash
6213,10,0.013689891307008607,157,0.01,crash
6214,21,0.013680437930570595,271,0.01,crash
6215,10,0.013670991082038763,215,0.01,crash
6216,8,0.013661550756905352,431,0.01,crash
6217,7,0.013652116950665713,107,0.01,crash
6218,9,0.01364268965881831,230,0.01,crash
6219,5,0.013633268876864713,80,0.01,crash
6220,6,0.013623854600309598,262,0.01,crash
6221,4,0.01361444682466075,226,0.01,crash
6222,3,0.01360504554542905,261,0.01,crash
6223,5,0.013595650758128483,168,0.01,crash
6224,3,0.013586262458276129,176,0.01,crash
6225,0,0.013576880641392166,384,0.01,crash
6226,13,0.013567505302999865,211,0.01,crash
6227,12,0.013558136438625587,190,0.01,crash
6228,17,0.013548774043798784,196,0.01,crash
6229,3,0.013539418114051991,33,0.01,crash
6230,10,0.013530068644920835,99,0.01,crash
6231,15,0.013520725631944019,161,0.01,crash
6232,1,0.013511389070663331,270,0.01,crash
6233,3,0.013502058956623637,64,0.01,crash
6234,13,0.013492735285372877,184,0.01,crash
6235,10,0.013483418052462066,253,0.01,crash
6236,2,0.013474107253445295,49,0.01,crash
6237,20,0.013464802883879719,234,0.01,crash
6238,1,0.013455504939325567,245,0.01,crash
6239,1,0.01344621341534613,104,0.01,crash
6240,7,0.013436928307507761,106,0.01,crash
6241,12,0.01342764961137988,143,0.01,crash
6242,0,0.013418377322534964,60,0.01,crash
6243,9,0.013409111436548545,97,0.01,crash
6244,5,0.013399851948999213,143,0.01,crash
6245,10,0.013390598855468613,93,0.01,crash
6246,4,0.013381352151541435,136,0.01,crash
6247,3,0.013372111832805423,23,0.01,crash
6248,14,0.013362877894851365,184,0.01,crash
6249,9,0.013353650333273097,487,0.01,crash
6250,6,0.013344429143667494,111,0.01,crash
6251,13,0.013335214321634474,163,0.01,crash
6252,23,0.013326005862776992,281,0.01,crash
6253,4,0.013316803762701042,69,0.01,crash
6254,11,0.013307608017015646,88,0.01,crash
6255,6,0.013298418621332866,142,0.01,crash
6256,4,0.01328923557126779,157,0.01,crash
6257,10,0.013280058862438531,139,0.01,crash
6258,5,0.013270888490466233,514,0.01,crash
6259,17,0.013261724450975064,248,0.01,crash
6260,0,0.013252566739592207,216,0.01,crash
6261,10,0.013243415351947873,195,0.01,crash
6262,0,0.013234270283675286,146,0.01,crash
6263,6,0.013225131530410683,509,0.01,crash
6264,18,0.01321599908779332,289,0.01,crash
6265,10,0.013206872951465462,187,0.01,crash
6266,16,0.013197753117072381,195,0.01,crash
6267,2,0.01318863958026236,232,0.01,crash
6268,4,0.013179532336686681,157,0.01,crash
6269,0,0.013170431381999637,33,0.01,crash
6270,9,0.013161336711858516,151,0.01,crash
6271,5,0.013152248321923606,73,0.01,crash
6272,13,0.013143166207858194,185,0.01,crash
6273,5,0.013134090365328558,79,0.01,crash
6274,12,0.013125020790003971,174,0.01,crash
6275,16,0.013115957477556697,261,0.01,crash
6276,7,0.013106900423661987,75,0.01,crash
6277,1,0.013097849623998079,86,0.01,crash
6278,13,0.013088805074246194,200,0.01,crash
6279,5,0.01307976677009054,62,0.01,crash
6280,0,0.013070734707218297,6,0.01,crash
6281,0,0.01306170888131963,114,0.01,crash
6282,2,0.01305268928808768,464,0.01,crash
6283,4,0.013043675923218557,98,0.01,crash
6284,9,0.013034668782411347,80,0.01,crash
6285,6,0.013025667861368107,367,0.01,crash
6286,3,0.013016673155793856,41,0.01,crash
6287,7,0.013007684661396587,72,0.01,crash
6288,7,0.01299870237388725,97,0.01,crash
6289,3,0.012989726288979759,57,0.01,crash
6290,1,0.012980756402390988,239,0.01,crash
6291,4,0.012971792709840769,65,0.01,crash
6292,2,0.01296283520705189,58,0.01,crash
6293,5,0.01295388388975009,123,0.01,crash
6294,1,0.012944938753664065,137,0.01,crash
6295,11,0.012935999794525452,171,0.01,crash
6296,9,0.012927067008068843,296,0.01,crash
6297,4,0.012918140390031772,292,0.01,crash
6298,3,0.012909219936154718,26,0.01,crash
6299,9,0.012900305642181099,97,0.01,crash
6300,6,0.012891397503857276,501,0.01,crash
6301,16,0.012882495516932543,164,0.01,crash
6302,11,0.012873599677159132,112,0.01,crash
6303,15,0.012864709980292207,540,0.01,crash
6304,18,0.012855826422089866,313,0.01,crash
6305,0,0.01284694899831313,41,0.01,crash
6306,4,0.012838077704725954,243,0.01,crash
6307,12,0.012829212537095217,133,0.01,crash
6308,6,0.012820353491190716,74,0.01,crash
6309,12,0.012811500562785174,140,0.01,crash
6310,4,0.01280265374765423,118,0.01,crash
6311,14,0.012793813041576445,179,0.01,crash
6312,5,0.01278497844033329,94,0.01,crash
6313,15,0.01277614993970915,189,0.01,crash
6314,0,0.012767327535491322,11,0.01,crash
6315,0,0.012758511223470013,209,0.01,crash
6316,0,0.012749700999438335,22,0.01,crash
6317,5,0.012740896859192307,251,0.01,crash
6318,2,0.01273209879853085,529,0.01,crash
6319,7,0.012723306813255784,93,0.01,crash
6320,1,0.01271452089917183,10,0.01,crash
6321,12,0.012705741052086609,416,0.01,crash
6322,1,0.012696967267810631,209,0.01,crash
6323,7,0.012688199542157304,170,0.01,crash
6324,14,0.012679437870942924,215,0.01,crash
6325,14,0.012670682249986675,186,0.01,crash
6326,6,0.012661932675110631,354,0.01,crash
6327,6,0.012653189142139752,85,0.01,crash
6328,3,0.012644451646901877,510,0.01,crash
6329,5,0.012635720185227729,41,0.01,crash
6330,27,0.012626994752950907,833,0.01,crash
6331,20,0.012618275345907893,261,0.01,crash
6332,8,0.012609561959938035,72,0.01,crash
6333,8,0.012600854590883564,148,0.01,crash
6334,14,0.012592153234589575,153,0.01,crash
6335,3,0.012583457886904034,213,0.01,crash
6336,3,0.012574768543677775,27,0.01,crash
6337,3,0.012566085200764496,49,0.01,crash
6338,16,0.012557407854020762,171,0.01,crash
6339,8,0.012548736499305992,530,0.01,crash
6340,3,0.012540071132482471,31,0.01,crash
6341,5,0.012531411749415338,229,0.01,crash
6342,2,0.012522758345972588,542,0.01,crash
6343,18,0.012514110918025068,229,0.01,crash
6344,4,0.012505469461446478,398,0.01,crash
6345,30,0.012496833972113368,399,0.01,crash
6346,21,0.012488204445905133,351,0.01,crash
6347,13,0.012479580878704015,169,0.01,crash
6348,7,0.012470963266395099,102,0.01,crash
6349,1,0.012462351604866312,315,0.01,crash
6350,1,0.012453745890008418,353,0.01,crash
6351,10,0.012445146117715024,113,0.01,crash
6352,15,0.012436552283882569,148,0.01,crash
6353,1,0.012427964384410323,17,0.01,crash
6354,16,0.012419382415200393,240,0.01,crash
6355,0,0.012410806372157713,397,0.01,crash
6356,6,0.012402236251190045,61,0.01,crash
6357,1,0.012393672048207977,92,0.01,crash
6358,12,0.012385113759124922,129,0.01,crash
6359,0,0.012376561379857114,95,0.01,crash
6360,22,0.012368014906323607,336,0.01,crash
6361,7,0.012359474334446272,133,0.01,crash
6362,8,0.012350939660149796,65,0.01,crash
6363,4,0.012342410879361684,88,0.01,crash
6364,12,0.012333887988012248,147,0.01,crash
6365,7,0.012325370982034614,488,0.01,crash
6366,9,0.012316859857364715,133,0.01,crash
6367,1,0.01230835460994129,103,0.01,crash
6368,1,0.012299855235705884,26,0.01,crash
6369,7,0.012291361730602841,77,0.01,crash
6370,8,0.012282874090579309,102,0.01,crash
6371,2,0.012274392311585234,564,0.01,crash
6372,1,0.012265916389573358,122,0.01,crash
6373,6,0.01225744632049922,83,0.01,crash
6374,11,0.012248982100321146,127,0.01,crash
6375,5,0.012240523725000261,221,0.01,crash
6376,3,0.012232071190500472,26,0.01,crash
6377,8,0.012223624492788477,635,0.01,crash
6378,29,0.01221518362783376,429,0.01,crash
6379,2,0.012206748591608583,122,0.01,crash
6380,14,0.012198319380087995,175,0.01,crash
6381,1,0.01218989598924982,166,0.01,crash
6382,14,0.012181478415074663,130,0.01,crash
6383,3,0.012173066653545901,29,0.01,crash
6384,6,0.012164660700649688,550,0.01,crash
6385,3,0.01215626055237495,690,0.01,crash
6386,6,0.012147866204713378,110,0.01,crash
6387,5,0.012139477653659437,86,0.01,crash
6388,0,0.012131094895210352,6,0.01,crash
6389,13,0.012122717925366117,198,0.01,crash
6390,8,0.012114346740129485,101,0.01,crash
6391,10,0.012105981335505972,151,0.01,crash
6392,9,0.01209762170750385,351,0.01,crash
6393,4,0.012089267852134147,40,0.01,crash
6394,5,0.012080919765410649,149,0.01,crash
6395,7,0.01207257744334989,186,0.01,crash
6396,5,0.01206424088197116,170,0.01,crash
6397,3,0.012055910077296492,28,0.01,crash
6398,1,0.012047585025350669,370,0.01,crash
6399,2,0.01203926572216122,156,0.01,crash
6400,8,0.012030952163758418,131,0.01,crash
6401,20,0.012022644346175271,275,0.01,crash
6402,0,0.012014342265447535,745,0.01,crash
6403,9,0.012006045917613695,437,0.01,crash
6404,5,0.011997755298714979,268,0.01,crash
6405,5,0.011989470404795343,115,0.01,crash
6406,2,0.01198119123190148,48,0.01,crash
6407,6,0.011972917776082807,321,0.01,crash
6408,10,0.011964650033391474,436,0.01,crash
6409,9,0.011956387999882353,310,0.01,crash
6410,3,0.011948131671613044,406,0.01,crash
6411,4,0.011939881044643868,732,0.01,crash
6412,5,0.011931636115037865,44,0.01,crash
6413,14,0.011923396878860798,200,0.01,crash
6414,2,0.011915163332181141,21,0.01,crash
6415,9,0.011906935471070086,222,0.01,crash
6416,5,0.011898713291601538,499,0.01,crash
6417,2,0.011890496789852113,43,0.01,crash
6418,7,0.011882285961901135,537,0.01,crash
6419,0,0.011874080803830636,88,0.01,crash
6420,9,0.011865881311725354,115,0.01,crash
6421,8,0.011857687481672732,681,0.01,crash
6422,7,0.011849499309762911,130,0.01,crash
6423,17,0.011841316792088734,247,0.01,crash
6424,4,0.011833139924745745,76,0.01,crash
6425,5,0.011824968703832178,180,0.01,crash
6426,11,0.011816803125448966,168,0.01,crash
6427,3,0.011808643185699732,297,0.01,crash
6428,1,0.011800488880690792,371,0.01,crash
6429,12,0.01179234020653115,151,0.01,crash
6430,1,0.011784197159332493,177,0.01,crash
6431,17,0.0117760597352092,307,0.01,crash
6432,2,0.011767927930278326,51,0.01,crash
6433,11,0.011759801740659614,316,0.01,crash
6434,13,0.011751681162475481,394,0.01,crash
6435,8,0.011743566191851025,907,0.01,crash
6436,13,0.011735456824914017,182,0.01,crash
6437,10,0.011727353057794905,208,0.01,crash
6438,7,0.011719254886626809,57,0.01,crash
6439,2,0.011711162307545514,548,0.01,crash
6440,2,0.01170307531668948,89,0.01,crash
6441,6,0.01169499391019983,119,0.01,crash
6442,11,0.01168691808422035,504,0.01,crash
6443,0,0.011678847834897496,244,0.01,crash
6444,13,0.011670783158380377,157,0.01,crash
6445,15,0.011662724050820765,149,0.01,crash
6446,9,0.011654670508373089,63,0.01,crash
6447,4,0.011646622527194433,65,0.01,crash
6448,3,0.011638580103444535,79,0.01,crash
6449,10,0.011630543233285787,103,0.01,crash
6450,6,0.011622511912883226,353,0.01,crash
6451,4,0.011614486138404542,195,0.01,crash
6452,5,0.011606465906020066,50,0.01,crash
6453,6,0.011598451211902781,246,0.01,crash
6454,4,0.011590442052228306,495,0.01,crash
6455,9,0.011582438423174905,134,0.01,crash
6456,9,0.011574440320923479,208,0.01,crash
6457,18,0.011566447741657566,524,0.01,crash
6458,5,0.011558460681563342,133,0.01,crash
6459,15,0.011550479136829613,193,0.01,crash
6460,0,0.011542503103647819,250,0.01,crash
6461,20,0.011534532578212029,318,0.01,crash
6462,15,0.011526567556718941,250,0.01,crash
6463,4,0.01151860803536788,50,0.01,crash
6464,12,0.011510654010360794,106,0.01,crash
6465,0,0.011502705477902253,12,0.01,crash
6466,1,0.01149476243419945,558,0.01,crash
6467,1,0.011486824875462195,13,0.01,crash
6468,2,0.011478892797902918,123,0.01,crash
6469,8,0.011470966197736663,111,0.01,crash
6470,5,0.011463045071181085,49,0.01,crash
6471,9,0.011455129414456455,650,0.01,crash
6472,0,0.011447219223785653,48,0.01,crash
6473,17,0.011439314495394166,191,0.01,crash
6474,16,0.011431415225510087,245,0.01,crash
6475,5,0.011423521410364115,70,0.01,crash
6476,7,0.011415633046189552,94,0.01,crash
6477,5,0.0114077501292223,70,0.01,crash
6478,9,0.011399872655700864,120,0.01,crash
6479,1,0.011392000621866339,20,0.01,crash
6480,8,0.011384134023962421,140,0.01,crash
6481,14,0.011376272858235401,336,0.01,crash
6482,1,0.011368417120934157,308,0.01,crash
6483,0,0.011360566808310163,231,0.01,crash
6484,8,0.011352721916617476,263,0.01,crash
6485,2,0.011344882442112743,224,0.01,crash
6486,6,0.011337048381055197,261,0.01,crash
6487,4,0.01132921972970665,471,0.01,crash
6488,18,0.0113213964843315,261,0.01,crash
6489,15,0.01131357864119672,172,0.01,crash
6490,14,0.011305766196571865,464,0.01,crash
6491,4,0.011297959146729064,144,0.01,crash
6492,0,0.011290157487943021,18,0.01,crash
6493,6,0.01128236121649101,88,0.01,crash
6494,7,0.011274570328652879,89,0.01,crash
6495,5,0.011266784820711043,73,0.01,crash
6496,4,0.011259004688950483,277,0.01,crash
6497,2,0.011251229929658749,297,0.01,crash
