episode,score,epsilon,steps,alpha,end_reason
1803,2,0.2880049817442929,9,0.01,crash
1804,1,0.28780610364896003,23,0.01,crash
1805,2,0.28760736288631,57,0.01,crash
1806,1,0.28740875936150945,21,0.01,crash
1807,1,0.2872102929797906,50,0.01,crash
1808,1,0.2870119636464511,21,0.01,crash
1809,3,0.2868137712668539,67,0.01,crash
1810,2,0.28661571574642747,35,0.01,crash
1811,3,0.2864177969906654,51,0.01,crash
1812,2,0.28622001490512666,28,0.01,crash
1813,1,0.2860223693954354,24,0.01,crash
1814,0,0.28582486036728094,11,0.01,crash
1815,1,0.2856274877264178,27,0.01,crash
1816,0,0.2854302513786654,33,0.01,crash
1817,3,0.2852331512299084,76,0.01,crash
1818,0,0.2850361871860963,50,0.01,crash
1819,0,0.2848393591532436,45,0.01,crash
1820,3,0.2846426670374297,25,0.01,crash
1821,0,0.28444611074479886,32,0.01,crash
1822,0,0.28424969018156016,9,0.01,crash
1823,3,0.2840534052539874,35,0.01,crash
1824,2,0.28385725586841926,46,0.01,crash
1825,0,0.2836612419312588,22,0.01,crash
1826,0,0.283465363348974,19,0.01,crash
1827,3,0.28326962002809725,69,0.01,crash
1828,0,0.2830740118752256,19,0.01,crash
1829,0,0.2828785387970204,7,0.01,crash
1830,1,0.28268320070020775,66,0.01,crash
1831,3,0.28248799749157794,16,0.01,crash
1832,1,0.2822929290779857,11,0.01,crash
1833,1,0.2820979953663501,29,0.01,crash
1834,0,0.28190319626365445,41,0.01,crash
1835,2,0.28170853167694626,33,0.01,crash
1836,5,0.2815140015133373,106,0.01,crash
1837,4,0.28131960568000336,83,0.01,crash
1838,4,0.2811253440841845,48,0.01,crash
1839,0,0.2809312166331847,5,0.01,crash
1840,5,0.28073722323437206,73,0.01,crash
1841,5,0.2805433637951786,46,0.01,crash
1842,0,0.28034963822310016,7,0.01,crash
1843,0,0.2801560464256966,17,0.01,crash
1844,1,0.2799625883105915,12,0.01,crash
1845,1,0.27976926378547234,31,0.01,crash
1846,1,0.2795760727580903,54,0.01,crash
1847,3,0.27938301513626024,31,0.01,crash
1848,4,0.27919009082786067,29,0.01,crash
1849,1,0.27899729974083376,54,0.01,crash
1850,3,0.2788046417831852,80,0.01,crash
1851,3,0.27861211686298426,37,0.01,crash
1852,7,0.27841972488836364,118,0.01,crash
1853,3,0.2782274657675195,58,0.01,crash
1854,2,0.2780353394087114,57,0.01,crash
1855,0,0.2778433457202622,9,0.01,crash
1856,0,0.27765148461055816,8,0.01,crash
1857,3,0.27745975598804873,52,0.01,crash
1858,3,0.27726815976124664,25,0.01,crash
1859,3,0.2770766958387277,51,0.01,crash
1860,7,0.2768853641291309,82,0.01,crash
1861,2,0.27669416454115836,58,0.01,crash
1862,4,0.2765030969835752,88,0.01,crash
1863,1,0.2763121613652096,20,0.01,crash
1864,2,0.27612135759495254,14,0.01,crash
1865,1,0.27593068558175815,32,0.01,crash
1866,3,0.27574014523464324,40,0.01,crash
1867,2,0.2755497364626875,15,0.01,crash
1868,0,0.2753594591750334,33,0.01,crash
1869,1,0.27516931328088623,77,0.01,crash
1870,4,0.2749792986895139,58,0.01,crash
1871,0,0.27478941531024687,6,0.01,crash
1872,1,0.27459966305247846,37,0.01,crash
1873,1,0.27441004182566436,15,0.01,crash
1874,0,0.2742205515393229,14,0.01,crash
1875,0,0.2740311921030348,20,0.01,crash
1876,2,0.27384196342644324,85,0.01,crash
1877,0,0.2736528654192539,7,0.01,crash
1878,0,0.2734638979912346,6,0.01,crash
1879,3,0.27327506105221566,32,0.01,crash
1880,3,0.2730863545120896,33,0.01,crash
1881,3,0.2728977782808112,61,0.01,crash
1882,3,0.2727093322683973,87,0.01,crash
1883,2,0.27252101638492693,33,0.01,crash
1884,7,0.27233283054054136,104,0.01,crash
1885,1,0.27214477464544373,31,0.01,crash
1886,1,0.2719568486098992,25,0.01,crash
1887,2,0.27176905234423504,115,0.01,crash
1888,3,0.2715813857588403,36,0.01,crash
1889,3,0.2713938487641659,50,0.01,crash
1890,1,0.27120644127072474,50,0.01,crash
1891,1,0.27101916318909136,38,0.01,crash
1892,4,0.2708320144299022,52,0.01,crash
1893,10,0.27064499490385524,99,0.01,crash
1894,1,0.27045810452171026,34,0.01,crash
1895,0,0.27027134319428864,13,0.01,crash
1896,2,0.27008471083247326,89,0.01,crash
1897,2,0.26989820734720865,76,0.01,crash
1898,1,0.26971183264950077,31,0.01,crash
1899,1,0.26952558665041704,32,0.01,crash
1900,0,0.26933946926108626,18,0.01,crash
1901,3,0.2691534803926987,64,0.01,crash
1902,2,0.26896761995650587,30,0.01,crash
1903,0,0.26878188786382057,7,0.01,crash
1904,3,0.2685962840260169,58,0.01,crash
1905,0,0.2684108083545301,21,0.01,crash
1906,6,0.2682254607608565,150,0.01,crash
1907,1,0.2680402411565538,55,0.01,crash
1908,0,0.26785514945324046,16,0.01,crash
1909,0,0.2676701855625962,5,0.01,crash
1910,1,0.2674853493963616,26,0.01,crash
1911,1,0.26730064086633826,53,0.01,crash
1912,6,0.26711605988438863,100,0.01,crash
1913,3,0.26693160636243607,41,0.01,crash
1914,6,0.2667472802124647,100,0.01,crash
1915,0,0.26656308134651946,9,0.01,crash
1916,0,0.2663790096767061,20,0.01,crash
1917,1,0.26619506511519087,21,0.01,crash
1918,4,0.26601124757420086,36,0.01,crash
1919,0,0.26582755696602367,25,0.01,crash
1920,3,0.2656439932030075,130,0.01,crash
1921,4,0.2654605561975611,49,0.01,crash
1922,1,0.2652772458621536,32,0.01,crash
1923,5,0.26509406210931474,88,0.01,crash
1924,3,0.26491100485163455,96,0.01,crash
1925,0,0.2647280740017634,10,0.01,crash
1926,1,0.2645452694724121,29,0.01,crash
1927,1,0.2643625911763516,34,0.01,crash
1928,0,0.2641800390264131,12,0.01,crash
1929,4,0.2639976129354882,109,0.01,crash
1930,1,0.26381531281652826,36,0.01,crash
1931,0,0.2636331385825451,8,0.01,crash
1932,1,0.26345109014661056,23,0.01,crash
1933,4,0.2632691674218563,65,0.01,crash
1934,5,0.26308737032147417,56,0.01,crash
1935,0,0.2629056987587159,14,0.01,crash
1936,1,0.262724152646893,18,0.01,crash
1937,1,0.26254273189937716,24,0.01,crash
1938,5,0.2623614364295995,59,0.01,crash
1939,2,0.2621802661510512,25,0.01,crash
1940,6,0.2619992209772831,35,0.01,crash
1941,1,0.2618183008219057,49,0.01,crash
1942,0,0.26163750559858917,23,0.01,crash
1943,3,0.2614568352210633,41,0.01,crash
1944,5,0.2612762896031174,55,0.01,crash
1945,9,0.2610958686586004,119,0.01,crash
1946,2,0.2609155723014207,16,0.01,crash
1947,3,0.26073540044554616,49,0.01,crash
1948,3,0.260555353005004,141,0.01,crash
1949,1,0.2603754298938808,13,0.01,crash
1950,5,0.26019563102632254,57,0.01,crash
1951,3,0.2600159563165344,67,0.01,crash
1952,3,0.25983640567878086,77,0.01,crash
1953,7,0.2596569790273856,75,0.01,crash
1954,0,0.25947767627673146,16,0.01,crash
1955,9,0.25929849734126037,172,0.01,crash
1956,3,0.2591194421354734,32,0.01,crash
1957,2,0.2589405105739306,86,0.01,crash
1958,0,0.25876170257125103,26,0.01,crash
1959,2,0.25858301804211276,45,0.01,crash
1960,2,0.25840445690125274,21,0.01,crash
1961,3,0.25822601906346676,103,0.01,crash
1962,1,0.2580477044436095,37,0.01,crash
1963,1,0.2578695129565945,19,0.01,crash
1964,0,0.25769144451739384,89,0.01,crash
1965,1,0.25751349904103854,39,0.01,crash
1966,0,0.2573356764426182,19,0.01,crash
1967,2,0.257157976637281,37,0.01,crash
1968,0,0.2569803995402339,12,0.01,crash
1969,0,0.2568029450667421,29,0.01,crash
1970,4,0.25662561313212967,62,0.01,crash
1971,4,0.2564484036517789,107,0.01,crash
1972,0,0.2562713165411306,11,0.01,crash
1973,0,0.25609435171568395,13,0.01,crash
1974,5,0.25591750909099653,64,0.01,crash
1975,0,0.2557407885826842,5,0.01,crash
1976,1,0.255564190106421,14,0.01,crash
1977,2,0.2553877135779394,75,0.01,crash
1978,1,0.2552113589130299,18,0.01,crash
1979,3,0.25503512602754114,102,0.01,crash
1980,0,0.25485901483738,8,0.01,crash
1981,0,0.2546830252585113,10,0.01,crash
1982,1,0.25450715720695793,10,0.01,crash
1983,5,0.2543314105988009,53,0.01,crash
1984,1,0.2541557853501789,52,0.01,crash
1985,2,0.2539802813772888,46,0.01,crash
1986,2,0.25380489859638516,39,0.01,crash
1987,9,0.25362963692378043,170,0.01,crash
1988,3,0.2534544962758449,45,0.01,crash
1989,0,0.25327947656900646,12,0.01,crash
1990,1,0.2531045777197509,9,0.01,crash
1991,0,0.2529297996446216,17,0.01,crash
1992,1,0.25275514226021945,13,0.01,crash
1993,4,0.2525806054832031,47,0.01,crash
1994,2,0.25240618923028874,48,0.01,crash
1995,2,0.2522318934182499,60,0.01,crash
1996,5,0.25205771796391785,46,0.01,crash
1997,0,0.251883662784181,25,0.01,crash
1998,1,0.2517097277959854,17,0.01,crash
1999,2,0.25153591291633426,18,0.01,crash
2000,2,0.2513622180622882,23,0.01,crash
2001,2,0.2511886431509651,12,0.01,crash
2002,0,0.25101518809954015,17,0.01,crash
2003,1,0.25084185282524557,16,0.01,crash
2004,2,0.25066863724537086,19,0.01,crash
2005,3,0.2504955412772626,129,0.01,crash
2006,2,0.2503225648383244,44,0.01,crash
2007,4,0.2501497078460169,67,0.01,crash
2008,1,0.24997697021785792,23,0.01,crash
2009,1,0.24980435187142203,28,0.01,crash
2010,3,0.24963185272434077,65,0.01,crash
2011,5,0.2494594726943026,70,0.01,crash
2012,3,0.24928721169905277,75,0.01,crash
2013,3,0.24911506965639338,28,0.01,crash
2014,0,0.24894304648418325,7,0.01,crash
2015,0,0.24877114210033796,11,0.01,crash
2016,3,0.2485993564228297,55,0.01,crash
2017,6,0.24842768936968743,71,0.01,crash
2018,2,0.24825614085899655,43,0.01,crash
2019,0,0.24808471080889918,20,0.01,crash
2020,0,0.24791339913759386,7,0.01,crash
2021,5,0.24774220576333567,81,0.01,crash
2022,1,0.2475711306044361,56,0.01,crash
2023,3,0.2474001735792631,51,0.01,crash
2024,2,0.24722933460624097,17,0.01,crash
2025,0,0.24705861360385029,8,0.01,crash
2026,0,0.246888010490628,12,0.01,crash
2027,6,0.24671752518516726,43,0.01,crash
2028,1,0.24654715760611745,25,0.01,crash
2029,3,0.24637690767218415,63,0.01,crash
2030,0,0.24620677530212903,10,0.01,crash
2031,0,0.24603676041476988,23,0.01,crash
2032,5,0.24586686292898055,127,0.01,crash
2033,1,0.24569708276369093,38,0.01,crash
2034,5,0.24552741983788687,57,0.01,crash
2035,1,0.24535787407061016,12,0.01,crash
2036,1,0.24518844538095852,44,0.01,crash
2037,1,0.2450191336880855,10,0.01,crash
2038,3,0.24484993891120052,63,0.01,crash
2039,3,0.24468086096956873,57,0.01,crash
2040,0,0.2445118997825111,8,0.01,crash
2041,2,0.24434305526940425,84,0.01,crash
2042,3,0.2441743273496805,63,0.01,crash
2043,3,0.24400571594282783,70,0.01,crash
2044,1,0.24383722096838978,44,0.01,crash
2045,2,0.24366884234596545,13,0.01,crash
2046,2,0.24350057999520947,15,0.01,crash
2047,4,0.24333243383583197,30,0.01,crash
2048,3,0.2431644037875985,42,0.01,crash
2049,0,0.24299648977033,11,0.01,crash
2050,1,0.2428286917039028,13,0.01,crash
2051,0,0.2426610095082486,20,0.01,crash
2052,2,0.24249344310335427,107,0.01,crash
2053,0,0.24232599240926206,27,0.01,crash
2054,1,0.24215865734606937,8,0.01,crash
2055,8,0.24199143783392876,111,0.01,crash
2056,1,0.241824333793048,20,0.01,crash
2057,0,0.24165734514368986,10,0.01,crash
2058,0,0.24149047180617225,12,0.01,crash
2059,0,0.24132371370086808,15,0.01,crash
2060,3,0.24115707074820525,21,0.01,crash
2061,2,0.24099054286866659,43,0.01,crash
2062,6,0.24082412998278985,63,0.01,crash
2063,1,0.24065783201116764,18,0.01,crash
2064,4,0.24049164887444743,48,0.01,crash
2065,0,0.24032558049333147,46,0.01,crash
2066,9,0.24015962678857677,140,0.01,crash
2067,3,0.23999378768099508,62,0.01,crash
2068,0,0.23982806309145277,14,0.01,crash
2069,0,0.23966245294087093,11,0.01,crash
2070,5,0.2394969571502252,65,0.01,crash
2071,3,0.23933157564054583,118,0.01,crash
2072,3,0.23916630833291758,130,0.01,crash
2073,5,0.23900115514847972,65,0.01,crash
2074,1,0.23883611600842594,18,0.01,crash
2075,3,0.2386711908340044,102,0.01,crash
2076,2,0.2385063795465176,24,0.01,crash
2077,5,0.2383416820673224,48,0.01,crash
2078,3,0.23817709831782996,45,0.01,crash
2079,1,0.23801262821950572,11,0.01,crash
2080,0,0.23784827169386935,7,0.01,crash
2081,3,0.2376840286624947,70,0.01,crash
2082,6,0.23751989904700976,82,0.01,crash
2083,3,0.2373558827690967,38,0.01,crash
2084,0,0.2371919797504917,5,0.01,crash
2085,2,0.23702818991298505,42,0.01,crash
2086,6,0.236864513178421,140,0.01,crash
2087,2,0.23670094946869777,43,0.01,crash
2088,3,0.23653749870576754,65,0.01,crash
2089,2,0.23637416081163637,29,0.01,crash
2090,4,0.23621093570836418,65,0.01,crash
2091,2,0.2360478233180647,18,0.01,crash
2092,0,0.23588482356290547,6,0.01,crash
2093,4,0.23572193636510774,96,0.01,crash
2094,0,0.23555916164694649,56,0.01,crash
2095,0,0.23539649933075038,18,0.01,crash
2096,2,0.23523394933890168,23,0.01,crash
2097,3,0.2350715115938363,45,0.01,crash
2098,0,0.23490918601804364,8,0.01,crash
2099,0,0.2347469725340667,15,0.01,crash
2100,5,0.23458487106450193,96,0.01,crash
2101,3,0.23442288153199922,75,0.01,crash
2102,0,0.2342610038592619,6,0.01,crash
2103,1,0.23409923796904666,27,0.01,crash
2104,3,0.23393758378416354,70,0.01,crash
2105,0,0.23377604122747586,10,0.01,crash
2106,1,0.23361461022190022,29,0.01,crash
2107,1,0.23345329069040646,11,0.01,crash
2108,3,0.2332920825560176,35,0.01,crash
2109,2,0.23313098574180982,37,0.01,crash
2110,0,0.23297000017091243,68,0.01,crash
2111,1,0.23280912576650778,24,0.01,crash
2112,5,0.23264836245183132,82,0.01,crash
2113,2,0.23248771015017147,53,0.01,crash
2114,5,0.23232716878486964,110,0.01,crash
2115,1,0.23216673827932016,24,0.01,crash
2116,1,0.23200641855697027,27,0.01,crash
2117,8,0.23184620954132007,112,0.01,crash
2118,3,0.2316861111559225,63,0.01,crash
2119,0,0.23152612332438327,7,0.01,crash
2120,3,0.23136624597036085,49,0.01,crash
2121,1,0.23120647901756644,21,0.01,crash
2122,1,0.2310468223897639,23,0.01,crash
2123,3,0.23088727601076975,66,0.01,crash
2124,7,0.23072783980445308,90,0.01,crash
2125,1,0.2305685136947356,10,0.01,crash
2126,5,0.23040929760559153,132,0.01,crash
2127,1,0.2302501914610476,62,0.01,crash
2128,6,0.230091195185183,95,0.01,crash
2129,0,0.22993230870212933,9,0.01,crash
2130,0,0.22977353193607059,18,0.01,crash
2131,1,0.22961486481124316,24,0.01,crash
2132,0,0.2294563072519357,28,0.01,crash
2133,7,0.22929785918248913,63,0.01,crash
2134,9,0.2291395205272967,76,0.01,crash
2135,9,0.2289812912108038,111,0.01,crash
2136,2,0.228823171157508,31,0.01,crash
2137,0,0.22866516029195905,19,0.01,crash
2138,1,0.22850725853875875,15,0.01,crash
2139,4,0.228349465822561,81,0.01,crash
2140,3,0.2281917820680717,28,0.01,crash
2141,0,0.22803420720004877,63,0.01,crash
2142,3,0.22787674114330206,79,0.01,crash
2143,1,0.22771938382269338,6,0.01,crash
2144,1,0.2275621351631364,22,0.01,crash
2145,3,0.2274049950895966,21,0.01,crash
2146,4,0.2272479635270914,85,0.01,crash
2147,0,0.22709104040068984,18,0.01,crash
2148,0,0.22693422563551283,29,0.01,crash
2149,2,0.22677751915673292,30,0.01,crash
2150,4,0.22662092088957433,64,0.01,crash
2151,1,0.22646443075931294,21,0.01,crash
2152,1,0.22630804869127621,10,0.01,crash
2153,3,0.2261517746108432,63,0.01,crash
2154,9,0.2259956084434445,129,0.01,crash
2155,1,0.22583955011456208,18,0.01,crash
2156,3,0.22568359954972952,45,0.01,crash
2157,2,0.22552775667453176,13,0.01,crash
2158,1,0.2253720214146051,9,0.01,crash
2159,0,0.22521639369563723,17,0.01,crash
2160,0,0.22506087344336712,9,0.01,crash
2161,4,0.22490546058358504,68,0.01,crash
2162,7,0.22475015504213253,66,0.01,crash
2163,1,0.2245949567449023,15,0.01,crash
2164,4,0.2244398656178382,56,0.01,crash
2165,0,0.22428488158693535,14,0.01,crash
2166,3,0.22413000457823984,34,0.01,crash
2167,2,0.22397523451784887,43,0.01,crash
2168,1,0.2238205713319107,24,0.01,crash
2169,1,0.22366601494662455,32,0.01,crash
2170,0,0.22351156528824065,26,0.01,crash
2171,2,0.2233572222830601,63,0.01,crash
2172,3,0.2232029858574349,28,0.01,crash
2173,0,0.22304885593776794,9,0.01,crash
2174,0,0.22289483245051292,22,0.01,crash
2175,4,0.22274091532217433,50,0.01,crash
2176,4,0.22258710447930738,61,0.01,crash
2177,3,0.22243339984851804,77,0.01,crash
2178,3,0.22227980135646294,71,0.01,crash
2179,0,0.22212630892984933,38,0.01,crash
2180,1,0.22197292249543513,67,0.01,crash
2181,7,0.2218196419800288,101,0.01,crash
2182,1,0.22166646731048933,31,0.01,crash
2183,1,0.22151339841372625,15,0.01,crash
2184,6,0.22136043521669954,75,0.01,crash
2185,1,0.22120757764641963,9,0.01,crash
2186,5,0.22105482562994733,84,0.01,crash
2187,4,0.22090217909439383,78,0.01,crash
2188,1,0.22074963796692065,22,0.01,crash
2189,2,0.2205972021747396,48,0.01,crash
2190,0,0.2204448716451128,9,0.01,crash
2191,6,0.22029264630535256,81,0.01,crash
2192,2,0.22014052608282134,9,0.01,crash
2193,3,0.21998851090493182,48,0.01,crash
2194,2,0.21983660069914682,63,0.01,crash
2195,0,0.2196847953929792,11,0.01,crash
2196,0,0.2195330949139919,22,0.01,crash
2197,0,0.21938149918979785,34,0.01,crash
2198,0,0.21923000814806,20,0.01,crash
2199,5,0.21907862171649126,77,0.01,crash
2200,1,0.21892733982285442,8,0.01,crash
2201,7,0.21877616239496217,70,0.01,crash
2202,4,0.21862508936067707,38,0.01,crash
2203,7,0.21847412064791144,129,0.01,crash
2204,0,0.21832325618462742,23,0.01,crash
2205,1,0.2181724958988369,10,0.01,crash
2206,0,0.21802183971860145,11,0.01,crash
2207,4,0.21787128757203236,52,0.01,crash
2208,5,0.2177208393872905,81,0.01,crash
2209,4,0.2175704950925864,49,0.01,crash
2210,0,0.21742025461618017,7,0.01,crash
2211,0,0.21727011788638137,7,0.01,crash
2212,0,0.21712008483154918,10,0.01,crash
2213,1,0.21697015538009218,68,0.01,crash
2214,1,0.21682032946046842,50,0.01,crash
2215,3,0.21667060700118532,80,0.01,crash
2216,0,0.2165209879307997,25,0.01,crash
2217,4,0.21637147217791772,31,0.01,crash
2218,0,0.2162220596711948,9,0.01,crash
2219,5,0.21607275033933562,48,0.01,crash
2220,3,0.21592354411109416,31,0.01,crash
2221,0,0.21577444091527354,17,0.01,crash
2222,2,0.21562544068072606,29,0.01,crash
2223,5,0.21547654333635316,52,0.01,crash
2224,3,0.21532774881110536,47,0.01,crash
2225,3,0.21517905703398227,26,0.01,crash
2226,1,0.2150304679340325,53,0.01,crash
2227,4,0.21488198144035364,64,0.01,crash
2228,2,0.2147335974820923,23,0.01,crash
2229,4,0.21458531598844396,61,0.01,crash
2230,2,0.214437136888653,63,0.01,crash
2231,5,0.2142890601120127,44,0.01,crash
2232,0,0.21414108558786513,7,0.01,crash
2233,3,0.21399321324560114,52,0.01,crash
2234,2,0.21384544301466038,32,0.01,crash
2235,3,0.2136977748245312,57,0.01,crash
2236,2,0.21355020860475066,32,0.01,crash
2237,0,0.21340274428490444,32,0.01,crash
2238,0,0.21325538179462689,8,0.01,crash
2239,0,0.21310812106360089,12,0.01,crash
2240,0,0.21296096202155793,12,0.01,crash
2241,2,0.212813904598278,23,0.01,crash
2242,7,0.2126669487235896,65,0.01,crash
2243,3,0.21252009432736965,59,0.01,crash
2244,1,0.21237334133954353,34,0.01,crash
2245,2,0.21222668969008499,30,0.01,crash
2246,6,0.21208013930901612,60,0.01,crash
2247,3,0.21193369012640736,65,0.01,crash
2248,3,0.21178734207237743,68,0.01,crash
2249,0,0.2116410950770933,17,0.01,crash
2250,5,0.21149494907077018,85,0.01,crash
2251,1,0.21134890398367145,35,0.01,crash
2252,4,0.21120295974610867,59,0.01,crash
2253,4,0.21105711628844148,54,0.01,crash
2254,3,0.21091137354107764,96,0.01,crash
2255,1,0.21076573143447294,42,0.01,crash
2256,2,0.21062018989913125,67,0.01,crash
2257,7,0.21047474886560438,77,0.01,crash
2258,0,0.2103294082644921,7,0.01,crash
2259,0,0.2101841680264421,13,0.01,crash
2260,2,0.21003902808215,66,0.01,crash
2261,9,0.20989398836235923,98,0.01,crash
2262,0,0.20974904879786108,18,0.01,crash
2263,5,0.20960420931949458,84,0.01,crash
2264,2,0.2094594698581466,29,0.01,crash
2265,4,0.20931483034475165,90,0.01,crash
2266,3,0.209170290710292,30,0.01,crash
2267,5,0.20902585088579753,52,0.01,crash
2268,2,0.20888151080234577,27,0.01,crash
2269,2,0.20873727039106182,12,0.01,crash
2270,3,0.2085931295831184,29,0.01,crash
2271,0,0.20844908830973571,7,0.01,crash
2272,1,0.20830514650218143,19,0.01,crash
2273,2,0.20816130409177075,92,0.01,crash
2274,4,0.20801756100986626,75,0.01,crash
2275,6,0.20787391718787795,38,0.01,crash
2276,0,0.20773037255726318,13,0.01,crash
2277,1,0.2075869270495266,16,0.01,crash
2278,3,0.20744358059622026,53,0.01,crash
2279,0,0.20730033312894336,8,0.01,crash
2280,1,0.2071571845793424,7,0.01,crash
2281,1,0.20701413487911105,8,0.01,crash
2282,4,0.20687118395999018,43,0.01,crash
2283,3,0.20672833175376779,40,0.01,crash
2284,5,0.20658557819227893,118,0.01,crash
2285,9,0.20644292320740582,159,0.01,crash
2286,5,0.20630036673107763,83,0.01,crash
2287,5,0.20615790869527056,77,0.01,crash
2288,0,0.2060155490320078,13,0.01,crash
2289,5,0.20587328767335947,50,0.01,crash
2290,0,0.20573112455144257,17,0.01,crash
2291,3,0.20558905959842103,26,0.01,crash
2292,2,0.20544709274650558,96,0.01,crash
2293,2,0.20530522392795378,13,0.01,crash
2294,4,0.20516345307506997,58,0.01,crash
2295,2,0.20502178012020522,37,0.01,crash
2296,7,0.20488020499575735,134,0.01,crash
2297,1,0.2047387276341708,48,0.01,crash
2298,5,0.20459734796793674,37,0.01,crash
2299,1,0.2044560659295929,9,0.01,crash
2300,6,0.2043148814517236,97,0.01,crash
2301,0,0.20417379446695974,10,0.01,crash
2302,3,0.2040328049079787,61,0.01,crash
2303,0,0.2038919127075044,7,0.01,crash
2304,1,0.20375111779830715,18,0.01,crash
2305,0,0.20361042011320377,18,0.01,crash
2306,0,0.2034698195850574,64,0.01,crash
2307,1,0.20332931614677754,6,0.01,crash
2308,0,0.20318890973132012,28,0.01,crash
2309,1,0.20304860027168722,24,0.01,crash
2310,0,0.20290838770092728,12,0.01,crash
2311,3,0.20276827195213498,54,0.01,crash
2312,0,0.20262825295845113,16,0.01,crash
2313,0,0.20248833065306276,16,0.01,crash
2314,0,0.20234850496920304,7,0.01,crash
2315,5,0.20220877584015118,130,0.01,crash
2316,4,0.20206914319923255,46,0.01,crash
2317,3,0.20192960697981854,49,0.01,crash
2318,2,0.20179016711532652,14,0.01,crash
2319,0,0.20165082353921981,22,0.01,crash
2320,1,0.20151157618500778,30,0.01,crash
2321,1,0.2013724249862456,20,0.01,crash
2322,4,0.20123336987653442,80,0.01,crash
2323,5,0.20109441078952117,118,0.01,crash
2324,3,0.20095554765889864,42,0.01,crash
2325,1,0.20081678041840537,6,0.01,crash
2326,8,0.20067810900182567,69,0.01,crash
2327,5,0.20053953334298963,126,0.01,crash
2328,2,0.20040105337577294,22,0.01,crash
2329,1,0.200262669034097,38,0.01,crash
2330,2,0.20012438025192889,9,0.01,crash
2331,4,0.19998618696328116,128,0.01,crash
2332,1,0.19984808910221205,16,0.01,crash
2333,1,0.19971008660282527,27,0.01,crash
2334,3,0.19957217939927005,48,0.01,crash
2335,0,0.19943436742574108,12,0.01,crash
2336,2,0.19929665061647853,34,0.01,crash
2337,3,0.19915902890576795,56,0.01,crash
2338,2,0.19902150222794027,30,0.01,crash
2339,3,0.19888407051737175,102,0.01,crash
2340,4,0.198746733708484,49,0.01,crash
2341,4,0.19860949173574388,48,0.01,crash
2342,3,0.19847234453366355,37,0.01,crash
2343,0,0.19833529203680034,12,0.01,crash
2344,3,0.1981983341797568,49,0.01,crash
2345,2,0.19806147089718062,33,0.01,crash
2346,0,0.19792470212376467,15,0.01,crash
2347,0,0.19778802779424684,8,0.01,crash
2348,1,0.19765144784341016,27,0.01,crash
2349,1,0.1975149622060826,13,0.01,crash
2350,1,0.19737857081713725,16,0.01,crash
2351,7,0.1972422736114921,75,0.01,crash
2352,3,0.19710607052411008,32,0.01,crash
2353,4,0.19696996148999907,72,0.01,crash
2354,2,0.1968339464442118,17,0.01,crash
2355,2,0.19669802532184583,34,0.01,crash
2356,0,0.1965621980580436,6,0.01,crash
2357,1,0.19642646458799226,8,0.01,crash
2358,2,0.19629082484692378,38,0.01,crash
2359,0,0.19615527877011485,6,0.01,crash
2360,2,0.1960198262928868,11,0.01,crash
2361,1,0.19588446735060566,50,0.01,crash
2362,0,0.1957492018786821,23,0.01,crash
2363,0,0.1956140298125714,7,0.01,crash
2364,4,0.19547895108777333,118,0.01,crash
2365,0,0.1953439656398323,14,0.01,crash
2366,1,0.1952090734043372,53,0.01,crash
2367,3,0.19507427431692137,78,0.01,crash
2368,1,0.19493956831326262,13,0.01,crash
2369,4,0.19480495532908315,81,0.01,crash
2370,0,0.1946704353001496,31,0.01,crash
2371,2,0.19453600816227293,48,0.01,crash
2372,0,0.1944016738513084,23,0.01,crash
2373,2,0.19426743230315563,28,0.01,crash
2374,4,0.19413328345375844,74,0.01,crash
2375,5,0.19399922723910493,73,0.01,crash
2376,4,0.19386526359522735,77,0.01,crash
2377,0,0.1937313924582022,37,0.01,crash
2378,0,0.19359761376415005,31,0.01,crash
2379,0,0.1934639274492356,50,0.01,crash
2380,0,0.19333033344966766,8,0.01,crash
2381,7,0.19319683170169905,76,0.01,crash
2382,2,0.1930634221416266,51,0.01,crash
2383,3,0.19293010470579122,39,0.01,crash
2384,1,0.19279687933057768,10,0.01,crash
2385,1,0.1926637459524147,29,0.01,crash
2386,0,0.19253070450777496,41,0.01,crash
2387,0,0.1923977549331749,29,0.01,crash
2388,8,0.19226489716517492,87,0.01,crash
2389,0,0.19213213114037914,8,0.01,crash
2390,4,0.19199945679543545,60,0.01,crash
2391,10,0.19186687406703556,117,0.01,crash
2392,2,0.19173438289191486,46,0.01,crash
2393,1,0.1916019832068524,22,0.01,crash
2394,3,0.19146967494867093,65,0.01,crash
2395,6,0.1913374580542368,87,0.01,crash
2396,7,0.19120533246045995,71,0.01,crash
2397,1,0.1910732981042939,29,0.01,crash
2398,0,0.19094135492273573,13,0.01,crash
2399,2,0.19080950285282597,41,0.01,crash
2400,0,0.19067774183164868,19,0.01,crash
2401,3,0.19054607179633132,70,0.01,crash
2402,6,0.19041449268404478,151,0.01,crash
2403,2,0.19028300443200338,36,0.01,crash
2404,0,0.19015160697746475,17,0.01,crash
2405,3,0.19002030025772984,70,0.01,crash
2406,0,0.18988908421014292,28,0.01,crash
2407,2,0.1897579587720915,22,0.01,crash
2408,2,0.18962692388100635,24,0.01,crash
2409,0,0.18949597947436145,8,0.01,crash
2410,0,0.18936512548967394,16,0.01,crash
